Order_ID,User_ID,User_Name,City,Restaurant_Name,Cuisine_Type,Order_Amount,Tip_Amount,Delivery_Time_Mins,Order_Date,Year,Month,Day_of_Week,Payment_Method,Order_Count_Year
ORD_002597,USER_0318,Arjun Joshi,Nagpur,La Pino'z,Italian,531.86,51.96,24.0,2024-05-17,2024,5,Friday,Credit Card,3
ORD_002598,USER_0494,Ananya Singh,Surat,Hyderabadi House,Biryani,208.91,25.98,30.0,2023-04-10,2023,4,Monday,Cash,7
ORD_002599,USER_0509,Rohit Kumar,Jaipur,Behrouz Biryani,Biryani,493.33,81.04,31.0,2023-08-20,2023,8,Sunday,Cash,3
ORD_002600,USER_0151,Riya Sharma,Chennai,Lucknowi Biryani,Biryani,618.33,0.0,32.0,2024-08-20,2024,8,Tuesday,Wallet,3
ORD_002601,USER_0496,Riya Nair,Indore,Dominos,Italian,336.28,0.0,31.0,2024-04-15,2024,4,Monday,Debit Card,4
ORD_002602,USER_0318,Arjun Joshi,Nagpur,Subway,Fast Food,397.48,0.0,37.0,2023-10-21,2023,10,Saturday,UPI,3
ORD_002603,USER_0442,Karan Verma,Hyderabad,Delhi Darbar,North Indian,449.59,0.0,34.0,2024-07-01,2024,7,Monday,Debit Card,6
ORD_002604,USER_0068,Kavya Joshi,Nagpur,Delhi Darbar,North Indian,392.81,55.48,50.0,2024-02-28,2024,2,Wednesday,Cash,6
ORD_002605,USER_0705,Divya Reddy,Chennai,Behrouz Biryani,Biryani,686.55,51.47,54.0,2024-05-09,2024,5,Thursday,Wallet,3
ORD_002606,USER_0356,Sanjay Kumar,Indore,Udipi Kitchen,South Indian,215.06,11.95,24.0,2023-12-27,2023,12,Wednesday,Wallet,2
ORD_002607,USER_0363,Anjali Reddy,Delhi,Punjabi Tadka,North Indian,526.77,0.0,26.0,2023-12-21,2023,12,Thursday,Debit Card,2
ORD_002608,USER_0463,Sanjay Patel,Ahmedabad,KFC,Fast Food,326.58,45.83,27.0,2024-09-26,2024,9,Thursday,UPI,4
ORD_002609,USER_0049,Arun Singh,Bangalore,Delhi Chaat,Street Food,60.12,0.0,35.0,2023-01-03,2023,1,Tuesday,Cash,2
ORD_002610,USER_0735,Amit Joshi,Chennai,KFC,Fast Food,202.75,0.0,21.0,2023-11-16,2023,11,Thursday,Credit Card,5
ORD_002611,USER_0619,Rohit Patel,Nagpur,Dragon House,Chinese,611.92,0.0,33.0,2023-03-25,2023,3,Saturday,Wallet,5
ORD_002612,USER_0392,Sneha Kumar,Pune,Baskin Robbins,Desserts,195.42,33.83,55.0,2023-02-10,2023,2,Friday,UPI,1
ORD_002613,USER_0701,Rajesh Patel,Lucknow,McDonald's,Fast Food,350.17,25.47,40.0,2024-11-06,2024,11,Wednesday,Credit Card,5
ORD_002614,USER_0623,Sanjay Kumar,Surat,Behrouz Biryani,Biryani,397.74,55.7,33.0,2024-01-27,2024,1,Saturday,Credit Card,4
ORD_002615,USER_0351,Anjali Nair,Ahmedabad,Baskin Robbins,Desserts,122.2,0.0,49.0,2023-07-24,2023,7,Monday,Debit Card,4
ORD_002616,USER_0270,Arun Singh,Chennai,Amritsari Haveli,North Indian,740.0,130.29,51.0,2024-06-03,2024,6,Monday,Cash,3
ORD_002617,USER_0518,Sneha Reddy,Delhi,Chaat Corner,Street Food,83.64,13.16,58.0,2024-09-02,2024,9,Monday,Wallet,4
ORD_002618,USER_0095,Sneha Kumar,Chandigarh,Burger King,Fast Food,191.34,35.7,44.0,2023-03-22,2023,3,Wednesday,UPI,6
ORD_002619,USER_0103,Priya Gupta,Ahmedabad,Udipi Kitchen,South Indian,182.7,10.42,30.0,2024-07-04,2024,7,Thursday,UPI,4
ORD_002620,USER_0247,Riya Gupta,Lucknow,Wok & Roll,Chinese,517.3,48.78,49.0,2023-04-25,2023,4,Tuesday,Credit Card,4
ORD_002621,USER_0151,Riya Sharma,Chennai,Punjabi Tadka,North Indian,560.37,28.61,50.0,2023-08-20,2023,8,Sunday,Debit Card,4
ORD_002622,USER_0373,Meera Reddy,Kolkata,KFC,Fast Food,476.88,27.9,54.0,2024-05-06,2024,5,Monday,Credit Card,7
ORD_002623,USER_0656,Vikram Verma,Jaipur,Pizza Hut,Italian,975.64,0.0,24.0,2024-03-30,2024,3,Saturday,Wallet,4
ORD_002624,USER_0587,Pooja Patel,Lucknow,Paradise Biryani,Biryani,390.61,48.0,44.0,2024-08-13,2024,8,Tuesday,UPI,3
ORD_002625,USER_0136,Meera Singh,Ahmedabad,Baskin Robbins,Desserts,230.69,24.54,20.0,2023-09-12,2023,9,Tuesday,Debit Card,5
ORD_002626,USER_0238,Kavya Nair,Hyderabad,Dhaba Express,North Indian,244.2,12.81,43.0,2024-01-29,2024,1,Monday,UPI,4
ORD_002627,USER_0569,Rohit Rao,Nagpur,Chaat Corner,Street Food,231.37,13.25,23.0,2023-08-10,2023,8,Thursday,UPI,4
ORD_002628,USER_0243,Rajesh Nair,Mumbai,Delhi Darbar,North Indian,343.22,36.26,28.0,2024-02-10,2024,2,Saturday,Wallet,3
ORD_002629,USER_0657,Riya Rao,Jaipur,Chennai Express,South Indian,351.23,48.53,20.0,2023-09-30,2023,9,Saturday,Credit Card,3
ORD_002630,USER_0601,Priya Sharma,Bhopal,Amritsari Haveli,North Indian,793.06,0.0,35.0,2023-05-02,2023,5,Tuesday,Cash,4
ORD_002631,USER_0147,Riya Patel,Chennai,Paradise Biryani,Biryani,625.82,95.93,49.0,2023-01-24,2023,1,Tuesday,Debit Card,2
ORD_002632,USER_0583,Sanjay Patel,Delhi,Pani Puri Wala,Street Food,96.25,0.0,31.0,2024-01-11,2024,1,Thursday,UPI,2
ORD_002633,USER_0043,Neha Sharma,Pune,Amritsari Haveli,North Indian,458.23,0.0,49.0,2024-06-30,2024,6,Sunday,Debit Card,4
ORD_002634,USER_0505,Meera Gupta,Indore,KFC,Fast Food,515.09,71.38,,2023-09-21,2023,9,Thursday,Cash,4
ORD_002635,USER_0327,Neha Singh,Indore,Wendy's,Fast Food,276.68,0.0,41.0,2024-09-11,2024,9,Wednesday,Credit Card,4
ORD_002636,USER_0527,Rajesh Gupta,Indore,Saravana Bhavan,South Indian,104.89,16.55,58.0,2024-07-24,2024,7,Wednesday,UPI,2
ORD_002637,USER_0357,Amit Verma,Jaipur,Lucknowi Biryani,Biryani,398.38,36.83,41.0,2023-08-05,2023,8,Saturday,UPI,3
ORD_002638,USER_0416,Neha Nair,Delhi,Dragon House,Chinese,607.39,41.61,59.0,2024-09-03,2024,9,Tuesday,UPI,4
ORD_002639,USER_0054,Karan Joshi,Hyderabad,Hyderabadi House,Biryani,208.45,23.19,46.0,2024-01-25,2024,1,Thursday,Credit Card,5
ORD_002640,USER_0318,Arjun Joshi,Nagpur,Keventers,Desserts,104.19,15.22,46.0,2024-04-03,2024,4,Wednesday,UPI,3
ORD_002641,USER_0017,Vikram Kumar,Surat,Dragon House,Chinese,609.9,0.0,52.0,2023-12-28,2023,12,Thursday,Debit Card,6
ORD_002642,USER_0028,Rohit Patel,Surat,Udipi Kitchen,South Indian,304.27,0.0,34.0,2023-07-23,2023,7,Sunday,Cash,3
ORD_002643,USER_0434,Neha Verma,Lucknow,Chaat Corner,Street Food,134.65,15.62,23.0,2023-11-20,2023,11,Monday,Debit Card,4
ORD_002644,USER_0133,Rajesh Verma,Chennai,Mainland China,Chinese,283.77,0.0,40.0,2023-11-06,2023,11,Monday,Debit Card,2
ORD_002645,USER_0453,Karan Rao,Chennai,McDonald's,Fast Food,318.92,0.0,43.0,2024-12-27,2024,12,Friday,Credit Card,6
ORD_002646,USER_0100,Neha Sharma,Indore,Hyderabadi House,Biryani,238.09,16.3,25.0,2024-08-20,2024,8,Tuesday,Wallet,5
ORD_002647,USER_0653,Amit Patel,Bangalore,Giani's,Desserts,439.04,36.1,41.0,2023-11-04,2023,11,Saturday,UPI,5
ORD_002648,USER_0127,Amit Kumar,Bhopal,Dominos,Italian,942.13,135.74,55.0,2023-11-27,2023,11,Monday,UPI,4
ORD_002649,USER_0406,Meera Patel,Bangalore,Punjabi Tadka,North Indian,481.22,94.12,50.0,2024-12-04,2024,12,Wednesday,UPI,4
ORD_002650,USER_0749,Rajesh Nair,Delhi,Madras Cafe,South Indian,173.31,0.0,26.0,2023-09-29,2023,9,Friday,Wallet,7
ORD_002651,USER_0191,Ananya Sharma,Bhopal,Wok & Roll,Chinese,411.95,34.01,29.0,2024-09-09,2024,9,Monday,Wallet,1
ORD_002652,USER_0716,Divya Verma,Bhopal,Golgappa House,Street Food,76.65,13.73,38.0,2024-11-29,2024,11,Friday,Debit Card,5
ORD_002653,USER_0041,Ananya Kumar,Surat,Szechuan Kitchen,Chinese,394.97,68.06,49.0,2023-05-17,2023,5,Wednesday,UPI,3
ORD_002654,USER_0633,Anjali Patel,Delhi,Mainland China,Chinese,447.68,,30.0,2023-06-19,2023,6,Monday,Credit Card,2
ORD_002655,USER_0739,Karan Joshi,Ahmedabad,Paradise Biryani,Biryani,295.66,15.74,26.0,2023-02-17,2023,2,Friday,Debit Card,3
ORD_002656,USER_0706,Sanjay Singh,Ahmedabad,Punjab Grill,North Indian,570.11,0.0,31.0,2024-03-09,2024,3,Saturday,Wallet,2
ORD_002657,USER_0286,Vikram Singh,Kolkata,Burger King,Fast Food,582.69,35.31,57.0,2023-08-06,2023,8,Sunday,Wallet,5
ORD_002658,USER_0153,Divya Rao,Nagpur,Delhi Darbar,North Indian,691.93,68.67,37.0,2023-12-06,2023,12,Wednesday,Debit Card,5
ORD_002659,USER_0130,Rohit Joshi,Lucknow,Keventers,Desserts,229.44,32.44,24.0,2024-03-29,2024,3,Friday,Credit Card,5
ORD_002660,USER_0565,Priya Rao,Chandigarh,Pizza Hut,Italian,303.4,,35.0,2023-01-31,2023,1,Tuesday,Credit Card,3
ORD_002661,USER_0690,Sneha Verma,Ahmedabad,Dragon House,Chinese,696.8,50.58,28.0,2024-03-18,2024,3,Monday,UPI,2
ORD_002662,USER_0461,Meera Gupta,Chandigarh,Delhi Chaat,Street Food,90.75,0.0,52.0,2023-08-12,2023,8,Saturday,Cash,5
ORD_002663,USER_0408,Meera Patel,Bangalore,Natural Ice Cream,Desserts,111.31,5.62,55.0,2024-05-04,2024,5,Saturday,Debit Card,4
ORD_002664,USER_0054,Karan Joshi,Hyderabad,Pasta Street,Italian,601.55,86.37,39.0,2023-02-05,2023,2,Sunday,Credit Card,5
ORD_002665,USER_0646,Neha Rao,Bhopal,McDonald's,Fast Food,438.14,41.46,23.0,2023-02-08,2023,2,Wednesday,Credit Card,4
ORD_002666,USER_0508,Arun Gupta,Kolkata,McDonald's,Fast Food,441.6,73.85,43.0,2024-11-22,2024,11,Friday,Wallet,3
ORD_002667,USER_0172,Rahul Nair,Hyderabad,Giani's,Desserts,155.09,7.81,47.0,2024-03-06,2024,3,Wednesday,Credit Card,5
ORD_002668,USER_0015,Anjali Joshi,Kolkata,Dhaba Express,North Indian,442.9,66.15,42.0,2024-12-24,2024,12,Tuesday,UPI,4
ORD_002669,USER_0269,Neha Patel,Kolkata,Keventers,Desserts,329.47,0.0,58.0,2023-10-17,2023,10,Tuesday,UPI,2
ORD_002670,USER_0662,Riya Joshi,Delhi,Pizza Hut,Italian,1132.78,175.41,56.0,2024-06-19,2024,6,Wednesday,UPI,4
ORD_002671,USER_0767,Sanjay Singh,Chandigarh,Wendy's,Fast Food,265.96,33.49,22.0,2023-03-21,2023,3,Tuesday,Wallet,5
ORD_002672,USER_0758,Neha Patel,Hyderabad,Biryani Blues,Biryani,806.74,137.2,33.0,2023-01-15,2023,1,Sunday,Credit Card,6
ORD_002673,USER_0427,Amit Singh,Surat,Natural Ice Cream,Desserts,151.02,29.65,36.0,2023-08-10,2023,8,Thursday,UPI,3
ORD_002674,USER_0104,Amit Nair,Hyderabad,Wok & Roll,Chinese,573.37,109.05,54.0,2023-06-10,2023,6,Saturday,Cash,1
ORD_002675,USER_0677,Ananya Sharma,Bangalore,Udipi Kitchen,South Indian,186.49,15.7,21.0,2024-09-22,2024,9,Sunday,Cash,4
ORD_002676,USER_0717,Rohit Nair,Delhi,Dosa Plaza,South Indian,235.13,46.59,30.0,2024-12-02,2024,12,Monday,Credit Card,3
ORD_002677,USER_0198,Neha Patel,Ahmedabad,Subway,Fast Food,227.68,33.14,41.0,2023-11-04,2023,11,Saturday,UPI,5
ORD_002678,USER_0733,Neha Nair,Kolkata,Pani Puri Wala,Street Food,148.34,24.65,53.0,2024-12-13,2024,12,Friday,Credit Card,4
ORD_002679,USER_0132,Rajesh Sharma,Bhopal,Pasta Street,Italian,878.66,51.55,54.0,2024-06-22,2024,6,Saturday,Debit Card,3
ORD_002680,USER_0070,Rahul Verma,Mumbai,Cream Stone,Desserts,253.77,0.0,32.0,2023-02-20,2023,2,Monday,Debit Card,5
ORD_002681,USER_0590,Sneha Reddy,Bangalore,Hyderabadi House,Biryani,527.28,73.78,37.0,2023-11-10,2023,11,Friday,UPI,3
ORD_002682,USER_0026,Kavya Rao,Jaipur,Lucknowi Biryani,Biryani,680.69,91.96,44.0,2024-03-14,2024,3,Thursday,Credit Card,3
ORD_002683,USER_0695,Riya Verma,Delhi,Pizza Hut,Italian,1072.27,86.0,27.0,2024-09-27,2024,9,Friday,Cash,6
ORD_002684,USER_0557,Rohit Joshi,Delhi,Amritsari Haveli,North Indian,450.31,31.46,26.0,2023-05-25,2023,5,Thursday,UPI,5
ORD_002685,USER_0331,Pooja Singh,Kolkata,Biryani Blues,Biryani,679.07,62.25,51.0,2024-04-05,2024,4,Friday,Wallet,6
ORD_002686,USER_0409,Karan Sharma,Bhopal,Biryani Blues,Biryani,821.93,163.3,31.0,2024-01-03,2024,1,Wednesday,Debit Card,1
ORD_002687,USER_0482,Rahul Rao,Delhi,Natural Ice Cream,Desserts,102.74,12.02,53.0,2023-01-06,2023,1,Friday,UPI,9
ORD_002688,USER_0544,Riya Joshi,Indore,Mainland China,Chinese,275.87,0.0,44.0,2024-11-30,2024,11,Saturday,Debit Card,8
ORD_002689,USER_0262,Rajesh Reddy,Mumbai,Behrouz Biryani,Biryani,322.59,0.0,39.0,2023-06-07,2023,6,Wednesday,Debit Card,4
ORD_002690,USER_0071,Suresh Singh,Surat,Bombay Street,Street Food,78.74,6.32,53.0,2023-01-06,2023,1,Friday,UPI,7
ORD_002691,USER_0548,Arun Verma,Bangalore,Keventers,Desserts,410.21,71.0,22.0,2024-06-08,2024,6,Saturday,Cash,7
ORD_002692,USER_0464,Anjali Gupta,Hyderabad,Dhaba Express,North Indian,316.39,29.98,37.0,2024-02-23,2024,2,Friday,Credit Card,4
ORD_002693,USER_0218,Sanjay Sharma,Chennai,Keventers,Desserts,118.09,18.86,54.0,2023-06-27,2023,6,Tuesday,Wallet,2
ORD_002694,USER_0754,Suresh Patel,Jaipur,Pizza Hut,Italian,999.17,0.0,24.0,2024-09-15,2024,9,Sunday,Credit Card,4
ORD_002695,USER_0276,Arun Singh,Kolkata,Amritsari Haveli,North Indian,582.78,70.72,51.0,2024-03-19,2024,3,Tuesday,Wallet,4
ORD_002696,USER_0499,Sanjay Nair,Hyderabad,Mainland China,Chinese,695.51,46.2,43.0,2023-12-11,2023,12,Monday,UPI,5
ORD_002697,USER_0625,Rohit Patel,Ahmedabad,Wendy's,Fast Food,284.47,34.02,42.0,2023-01-14,2023,1,Saturday,UPI,5
ORD_002698,USER_0770,Kavya Verma,Ahmedabad,Bombay Street,Street Food,244.74,0.0,40.0,2024-06-05,2024,6,Wednesday,UPI,5
ORD_002699,USER_0656,Vikram Verma,Jaipur,Italian Bistro,Italian,909.15,125.16,60.0,2023-09-15,2023,9,Friday,Wallet,4
ORD_002700,USER_0047,Sanjay Kumar,Kolkata,Chowmein Corner,Chinese,325.86,29.5,22.0,2023-01-02,2023,1,Monday,Credit Card,5
ORD_002701,USER_0093,Pooja Reddy,Kolkata,Lucknowi Biryani,Biryani,882.47,0.0,53.0,2024-09-06,2024,9,Friday,Debit Card,5
ORD_002702,USER_0626,Ananya Kumar,Hyderabad,Delhi Darbar,North Indian,706.63,0.0,34.0,2023-07-15,2023,7,Saturday,Cash,2
ORD_002703,USER_0578,Vikram Nair,Bangalore,Delhi Chaat,Street Food,107.14,11.18,43.0,2024-04-27,2024,4,Saturday,Cash,1
ORD_002704,USER_0673,Amit Patel,Pune,McDonald's,Fast Food,554.71,110.4,53.0,2024-06-09,2024,6,Sunday,Credit Card,5
ORD_002705,USER_0207,Sneha Joshi,Bhopal,Amritsari Haveli,North Indian,652.77,0.0,58.0,2024-06-18,2024,6,Tuesday,Debit Card,3
ORD_002706,USER_0657,Riya Rao,Jaipur,Cream Stone,Desserts,142.41,12.35,34.0,2023-10-11,2023,10,Wednesday,Credit Card,3
ORD_002707,USER_0440,Priya Singh,Surat,Punjabi Tadka,North Indian,426.05,39.19,49.0,2024-07-15,2024,7,Monday,UPI,1
ORD_002708,USER_0493,Neha Reddy,Chandigarh,Wendy's,Fast Food,194.4,15.33,20.0,2023-08-03,2023,8,Thursday,UPI,2
ORD_002709,USER_0413,Sneha Nair,Ahmedabad,Szechuan Kitchen,Chinese,545.74,83.07,43.0,2023-08-07,2023,8,Monday,Cash,4
ORD_002710,USER_0543,Anjali Patel,Bhopal,Chennai Express,South Indian,250.2,0.0,29.0,2024-07-07,2024,7,Sunday,UPI,5
ORD_002711,USER_0371,Meera Nair,Delhi,Lucknowi Biryani,Biryani,490.02,85.95,46.0,2023-11-16,2023,11,Thursday,Credit Card,7
ORD_002712,USER_0242,Karan Verma,Pune,Chowmein Corner,Chinese,349.03,41.03,52.0,2023-05-28,2023,5,Sunday,Wallet,3
ORD_002713,USER_0028,Rohit Patel,Surat,Dragon House,Chinese,462.19,27.03,47.0,2023-08-22,2023,8,Tuesday,Debit Card,3
ORD_002714,USER_0280,Meera Kumar,Surat,Chaat Corner,Street Food,227.71,0.0,49.0,2024-11-18,2024,11,Monday,UPI,4
ORD_002715,USER_0595,Rahul Rao,Lucknow,Biryani Blues,Biryani,638.98,79.53,40.0,2023-03-14,2023,3,Tuesday,Credit Card,5
ORD_002716,USER_0608,Karan Singh,Lucknow,Madras Cafe,South Indian,287.29,0.0,48.0,2024-07-07,2024,7,Sunday,Credit Card,6
ORD_002717,USER_0474,Priya Kumar,Delhi,Udipi Kitchen,South Indian,119.44,7.01,57.0,2024-08-20,2024,8,Tuesday,Debit Card,4
ORD_002718,USER_0379,Ananya Nair,Chandigarh,Baskin Robbins,Desserts,430.71,0.0,36.0,2024-02-19,2024,2,Monday,Wallet,5
ORD_002719,USER_0525,Rajesh Patel,Jaipur,Delhi Chaat,Street Food,155.02,30.06,50.0,2023-07-30,2023,7,Sunday,UPI,2
ORD_002720,USER_0082,Priya Kumar,Bhopal,Dragon House,Chinese,429.62,0.0,27.0,2024-08-30,2024,8,Friday,Wallet,5
ORD_002721,USER_0029,Priya Kumar,Indore,Behrouz Biryani,Biryani,814.95,59.66,56.0,2024-07-14,2024,7,Sunday,Wallet,3
ORD_002722,USER_0536,Priya Gupta,Ahmedabad,Keventers,Desserts,406.81,21.96,51.0,2024-06-07,2024,6,Friday,Cash,6
ORD_002723,USER_0412,Amit Kumar,Indore,Cream Stone,Desserts,449.23,0.0,57.0,2023-02-07,2023,2,Tuesday,Credit Card,6
ORD_002724,USER_0225,Riya Nair,Lucknow,Golgappa House,Street Food,160.97,22.7,34.0,2024-08-26,2024,8,Monday,Credit Card,5
ORD_002725,USER_0282,Amit Verma,Indore,Natural Ice Cream,Desserts,460.85,39.81,40.0,2024-09-14,2024,9,Saturday,Cash,4
ORD_002726,USER_0431,Priya Kumar,Ahmedabad,Bombay Street,Street Food,152.21,19.45,34.0,2024-04-16,2024,4,Tuesday,Credit Card,4
ORD_002727,USER_0347,Divya Reddy,Nagpur,Hyderabadi House,Biryani,760.26,122.37,30.0,2023-01-14,2023,1,Saturday,Credit Card,6
ORD_002728,USER_0103,Priya Gupta,Ahmedabad,Biryani Blues,Biryani,642.49,106.1,48.0,2023-12-15,2023,12,Friday,Cash,3
ORD_002729,USER_0367,Arjun Nair,Bangalore,Wok & Roll,Chinese,465.3,84.49,34.0,2024-06-21,2024,6,Friday,Wallet,6
ORD_002730,USER_0281,Arjun Reddy,Delhi,KFC,Fast Food,290.03,37.88,26.0,2023-02-15,2023,2,Wednesday,Cash,4
ORD_002731,USER_0319,Arjun Patel,Chennai,Udipi Kitchen,South Indian,385.29,59.81,29.0,2024-05-09,2024,5,Thursday,Credit Card,4
ORD_002732,USER_0664,Ananya Kumar,Ahmedabad,Behrouz Biryani,Biryani,480.42,32.22,60.0,2023-07-23,2023,7,Sunday,UPI,4
ORD_002733,USER_0796,Sanjay Rao,Lucknow,Saravana Bhavan,South Indian,291.66,34.28,48.0,2024-08-19,2024,8,Monday,Wallet,5
ORD_002734,USER_0055,Pooja Kumar,Hyderabad,Dragon House,Chinese,688.09,99.18,42.0,2024-10-16,2024,10,Wednesday,UPI,3
ORD_002735,USER_0525,Rajesh Patel,Jaipur,KFC,Fast Food,589.35,55.41,34.0,2024-02-26,2024,2,Monday,UPI,3
ORD_002736,USER_0744,Anjali Rao,Lucknow,Natural Ice Cream,Desserts,126.56,0.0,28.0,2023-01-23,2023,1,Monday,Wallet,5
ORD_002737,USER_0327,Neha Singh,Indore,Golgappa House,Street Food,151.21,0.0,27.0,2024-05-25,2024,5,Saturday,Debit Card,4
ORD_002738,USER_0597,Riya Kumar,Bhopal,Bombay Street,Street Food,191.28,0.0,29.0,2024-04-08,2024,4,Monday,UPI,5
ORD_002739,USER_0240,Divya Joshi,Bangalore,Madras Cafe,South Indian,388.52,31.57,22.0,2024-02-07,2024,2,Wednesday,Credit Card,3
ORD_002740,USER_0579,Pooja Nair,Surat,Udipi Kitchen,South Indian,210.49,20.13,30.0,2024-07-26,2024,7,Friday,Credit Card,9
ORD_002741,USER_0233,Sanjay Rao,Jaipur,Mainland China,Chinese,419.16,44.4,55.0,2023-04-03,2023,4,Monday,Debit Card,2
ORD_002742,USER_0642,Meera Reddy,Kolkata,Wendy's,Fast Food,412.39,22.1,49.0,2023-09-11,2023,9,Monday,Credit Card,2
ORD_002743,USER_0308,Ananya Sharma,Ahmedabad,Subway,Fast Food,469.06,74.61,42.0,2024-04-27,2024,4,Saturday,Wallet,5
ORD_002744,USER_0366,Arjun Rao,Bhopal,McDonald's,Fast Food,369.18,69.59,59.0,2024-10-04,2024,10,Friday,Cash,8
ORD_002745,USER_0435,Karan Kumar,Bangalore,Chennai Express,South Indian,201.0,37.11,24.0,2023-01-04,2023,1,Wednesday,Wallet,6
ORD_002746,USER_0681,Pooja Joshi,Lucknow,Chennai Express,South Indian,265.54,50.83,26.0,2024-08-01,2024,8,Thursday,Credit Card,6
ORD_002747,USER_0782,Arun Rao,Bangalore,KFC,Fast Food,365.78,21.5,57.0,2024-11-14,2024,11,Thursday,Debit Card,4
ORD_002748,USER_0576,Sanjay Joshi,Jaipur,Pasta Street,Italian,559.02,38.72,28.0,2024-04-05,2024,4,Friday,Wallet,4
ORD_002749,USER_0415,Riya Rao,Bangalore,Burger King,Fast Food,496.79,0.0,29.0,2023-07-26,2023,7,Wednesday,UPI,5
ORD_002750,USER_0650,Meera Joshi,Bhopal,Behrouz Biryani,Biryani,708.21,110.52,31.0,2024-08-11,2024,8,Sunday,Cash,3
ORD_002751,USER_0572,Kavya Reddy,Delhi,Pasta Street,Italian,707.18,0.0,44.0,2024-01-22,2024,1,Monday,UPI,8
ORD_002752,USER_0424,Arjun Patel,Mumbai,Keventers,Desserts,155.82,17.0,35.0,2023-01-02,2023,1,Monday,Debit Card,4
ORD_002753,USER_0179,Sanjay Kumar,Nagpur,Dhaba Express,North Indian,280.18,23.26,59.0,2023-05-12,2023,5,Friday,Wallet,6
ORD_002754,USER_0558,Meera Patel,Jaipur,Punjab Grill,North Indian,635.12,84.51,46.0,2023-08-02,2023,8,Wednesday,UPI,1
ORD_002755,USER_0367,Arjun Nair,Bangalore,Punjab Grill,North Indian,718.55,71.22,60.0,2024-04-30,2024,4,Tuesday,Debit Card,6
ORD_002756,USER_0283,Neha Verma,Lucknow,Keventers,Desserts,217.51,17.77,42.0,2023-10-08,2023,10,Sunday,Cash,5
ORD_002757,USER_0469,Sanjay Verma,Ahmedabad,Subway,Fast Food,345.43,62.28,44.0,2024-01-05,2024,1,Friday,Cash,3
ORD_002758,USER_0113,Pooja Joshi,Hyderabad,Baskin Robbins,Desserts,400.64,24.03,57.0,2024-05-16,2024,5,Thursday,Debit Card,4
ORD_002759,USER_0753,Anjali Patel,Kolkata,Cream Stone,Desserts,233.94,17.24,31.0,2024-10-10,2024,10,Thursday,UPI,5
ORD_002760,USER_0702,Vikram Sharma,Kolkata,Delhi Chaat,Street Food,212.38,0.0,22.0,2023-09-27,2023,9,Wednesday,Cash,3
ORD_002761,USER_0222,Sneha Rao,Pune,Behrouz Biryani,Biryani,720.07,42.87,33.0,2023-07-03,2023,7,Monday,Debit Card,5
ORD_002762,USER_0799,Sneha Nair,Bhopal,KFC,Fast Food,329.7,0.0,54.0,2024-07-16,2024,7,Tuesday,Wallet,4
ORD_002763,USER_0235,Kavya Nair,Surat,Punjabi Tadka,North Indian,653.02,39.13,43.0,2024-04-25,2024,4,Thursday,Debit Card,2
ORD_002764,USER_0388,Rohit Kumar,Bhopal,Udipi Kitchen,South Indian,244.66,19.5,42.0,2024-12-04,2024,12,Wednesday,Cash,5
ORD_002765,USER_0118,Neha Kumar,Ahmedabad,Wendy's,Fast Food,386.69,67.12,33.0,2024-04-13,2024,4,Saturday,Cash,1
ORD_002766,USER_0138,Rohit Sharma,Kolkata,Punjabi Tadka,North Indian,549.9,0.0,48.0,2023-01-15,2023,1,Sunday,UPI,2
ORD_002767,USER_0667,Sanjay Reddy,Delhi,Giani's,Desserts,305.53,0.0,53.0,2023-04-08,2023,4,Saturday,Debit Card,2
ORD_002768,USER_0515,Meera Sharma,Bangalore,Punjab Grill,North Indian,633.85,123.45,25.0,2023-04-13,2023,4,Thursday,Debit Card,5
ORD_002769,USER_0212,Neha Sharma,Jaipur,Udipi Kitchen,South Indian,381.5,0.0,47.0,2023-04-05,2023,4,Wednesday,UPI,5
ORD_002770,USER_0548,Arun Verma,Bangalore,Baskin Robbins,Desserts,141.55,17.39,55.0,2024-10-08,2024,10,Tuesday,Cash,7
ORD_002771,USER_0562,Kavya Sharma,Bangalore,Chaat Corner,Street Food,173.03,22.26,47.0,2023-02-16,2023,2,Thursday,Debit Card,3
ORD_002772,USER_0132,Rajesh Sharma,Bhopal,Hyderabadi House,Biryani,484.58,85.13,29.0,2023-02-24,2023,2,Friday,UPI,3
ORD_002773,USER_0593,Pooja Patel,Chandigarh,Dominos,Italian,635.06,0.0,32.0,2023-03-15,2023,3,Wednesday,Cash,9
ORD_002774,USER_0414,Divya Rao,Mumbai,Punjab Grill,North Indian,317.14,0.0,52.0,2023-07-09,2023,7,Sunday,UPI,6
ORD_002775,USER_0344,Divya Gupta,Pune,Behrouz Biryani,Biryani,428.51,32.24,26.0,2024-11-22,2024,11,Friday,Cash,4
ORD_002776,USER_0297,Rahul Gupta,Surat,Wok & Roll,Chinese,433.99,0.0,40.0,2024-02-18,2024,2,Sunday,Cash,4
ORD_002777,USER_0263,Rajesh Kumar,Pune,Lucknowi Biryani,Biryani,299.17,0.0,45.0,2024-08-02,2024,8,Friday,UPI,2
ORD_002778,USER_0256,Rohit Singh,Jaipur,Italian Bistro,Italian,415.85,38.13,22.0,2023-05-25,2023,5,Thursday,Debit Card,4
ORD_002779,USER_0238,Kavya Nair,Hyderabad,Dragon House,Chinese,329.25,23.37,21.0,2024-11-11,2024,11,Monday,Cash,4
